,academic_year,gender,qualification,study_level,modules,module_credits,grade_average,modules_passed,pass_rate,passed_all_modules,tutorial_classes_attended,tutorial_class_modules
828,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,44,8
829,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,76,9
830,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,11,158,57.0,11,100.0,yes,21,8
831,2024,Female,BSC IT: ROBOTICS,1st year,14,144,62.0,13,92.9,no,68,7
832,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,53,8
833,2024,Male,BSc IT: Data Science,2nd year,7,96,60.0,6,85.7,no,17,1
834,2024,Male,BSc IT: Data Science,2nd year,12,142,51.0,9,75.0,no,10,2
835,2024,Female,BSc in CompUter Science,2nd year,7,120,69.0,7,100.0,yes,19,4
836,2024,Male,BSc in CompUter Science,1st year,12,144,60.0,11,91.7,no,36,10
837,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,63,8
838,2024,Female,Higher Certificate in Information Systems: Software Development,2nd year,10,158,60.0,8,80.0,no,29,7
839,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,71.0,12,100.0,yes,40,6
840,2024,Male,BSc IT: Data Science,1st year,11,136,82.0,11,100.0,yes,24,5
841,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,68.0,11,91.7,no,35,7
842,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,64,9
843,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,76.0,9,100.0,yes,65,8
844,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
845,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
846,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,9,100.0,yes,56,9
847,2024,Female,BSc in CompUter Science,1st year,12,144,74.0,12,100.0,yes,30,6
848,2024,Male,BSc in CompUter Science,1st year,12,144,72.0,12,100.0,yes,23,5
849,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,52,8
850,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,58.0,10,83.3,no,19,7
851,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
852,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,77.0,9,100.0,yes,71,9
853,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,53,9
854,2024,Male,BSc in CompUter Science,1st year,12,144,73.0,12,100.0,yes,22,5
855,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,8,88.9,no,43,8
856,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,8,88.9,no,59,9
857,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,28,6
858,2024,Male,BSc IT: Data Science,1st year,11,136,83.0,11,100.0,yes,6,2
859,2024,Male,BSc IT: Software Engineering,1st year,15,144,65.0,13,86.7,no,50,6
860,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,8,88.9,no,55,8
861,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,33,8
862,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,76.0,10,100.0,yes,0,0
863,2024,Female,BSc in CompUter Science,1st year,11,136,3.0,0,0.0,no,0,0
864,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,38,8
865,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,8,88.9,no,50,9
866,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,76.0,9,100.0,yes,77,9
867,2024,Male,BSc IT: Software Engineering,1st year,14,144,58.0,13,92.9,no,18,6
868,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,72,9
869,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,78.0,9,100.0,yes,69,9
870,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,74,9
871,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
872,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,8,88.9,no,72,9
873,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,68,8
874,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,62.0,9,75.0,no,33,8
875,2024,Female,BSc IT: Data Science,1st year,11,136,57.0,8,72.7,no,10,3
876,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,9,100.0,yes,69,9
877,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,46,8
878,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,45,6
879,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,54,7
880,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,57,8
881,2024,Male,BSc IT: Data Science,1st year,11,136,83.0,11,100.0,yes,21,5
882,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,63.0,9,90.0,no,0,0
883,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,56.0,7,77.8,no,56,8
884,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,69.0,12,100.0,yes,62,7
885,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,61,9
886,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,44,7
887,2024,Female,BSc IT: Data Science,1st year,11,136,79.0,11,100.0,yes,56,7
888,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,63.0,9,75.0,no,14,6
889,2024,Female,BSc in CompUter Science,1st year,12,144,56.0,8,66.7,no,21,6
890,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,48,9
891,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,66,7
892,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,74,9
893,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,74,8
894,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,78,9
895,2024,Male,BSc IT: Software Engineering,1st year,12,112,0.0,0,0.0,no,0,0
896,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,70.0,12,100.0,yes,62,8
897,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,91,9
898,2024,Male,BSc in CompUter Science,1st year,12,144,63.0,10,83.3,no,17,4
899,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
900,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,69.0,10,100.0,yes,0,0
901,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,77,9
902,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,44,7
903,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,0.0,0,0.0,no,12,3
904,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,74.0,9,100.0,yes,77,9
905,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
906,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,77.0,9,100.0,yes,67,9
907,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,55.0,6,50.0,no,5,4
908,2024,Female,BSc IT: Security and Network Engineering,1st year,12,144,63.0,9,75.0,no,15,5
909,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,77,9
910,2024,Female,BSc IT: Security and Network Engineering,1st year,12,144,60.0,10,83.3,no,14,5
911,2024,Male,BSc IT: Data Science,1st year,11,136,74.0,11,100.0,yes,28,6
912,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,52,8
913,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,9,100.0,yes,43,9
914,2024,Female,BSc in CompUter Science,1st year,12,144,59.0,10,83.3,no,34,6
915,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,28,7
916,2024,Male,BSc in CompUter Science,1st year,12,144,55.0,7,58.3,no,21,5
917,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,71,9
918,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,83,9
919,2024,Male,BSc in CompUter Science,1st year,12,144,78.0,12,100.0,yes,18,5
920,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,28,6
921,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,43,8
922,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,52,8
923,2024,Male,BSc in CompUter Science,1st year,12,144,55.0,7,58.3,no,30,6
924,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,8,88.9,no,64,9
925,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,84.0,9,100.0,yes,86,9
926,2024,Female,BSc in CompUter Science,1st year,12,144,50.0,5,41.7,no,23,6
927,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,2,30,0.0,0,0.0,no,0,0
928,2024,Male,BSc in CompUter Science,1st year,12,144,63.0,12,100.0,yes,31,6
929,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,34,6
930,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,9,90.0,no,0,0
931,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,8,88.9,no,47,8
932,2024,Male,BSc IT: Data Science,1st year,11,136,49.0,5,45.5,no,17,5
933,2024,Female,BSc in CompUter Science,1st year,12,144,58.0,5,41.7,no,15,3
934,2024,Male,BSc in CompUter Science,1st year,12,144,68.0,12,100.0,yes,16,6
935,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,45.0,2,16.7,no,0,0
936,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,66,9
937,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,8,88.9,no,42,7
938,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,69.0,10,100.0,yes,0,0
939,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,60,9
940,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,63,9
941,2024,Female,BSc in CompUter Science,1st year,12,144,70.0,12,100.0,yes,27,6
942,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,54.0,7,70.0,no,0,0
943,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,8,88.9,no,62,9
944,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,56.0,7,77.8,no,52,8
945,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,8,88.9,no,80,9
946,2024,Male,BSc in CompUter Science,1st year,12,144,65.0,12,100.0,yes,22,6
947,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,9,100.0,yes,36,9
948,2024,Female,BSc in CompUter Science,1st year,12,144,63.0,11,91.7,no,35,6
949,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,72,9
950,2024,Female,BSc IT: Data Science,1st year,11,136,63.0,10,90.9,no,9,4
951,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,76.0,9,100.0,yes,88,9
952,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,65,8
953,2024,Female,BSc in CompUter Science,1st year,12,144,68.0,12,100.0,yes,23,6
954,2024,Female,BSc IT: Software Engineering,1st year,16,144,59.0,14,87.5,no,70,10
955,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,9,100.0,yes,35,8
956,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,40,8
957,2024,Female,BSc in CompUter Science,1st year,12,144,73.0,12,100.0,yes,42,6
958,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,63,9
959,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,69.0,12,100.0,yes,19,5
960,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,61.0,9,90.0,no,0,0
961,2024,Male,BSc in CompUter Science,1st year,12,144,64.0,12,100.0,yes,31,6
962,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,68,9
963,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,70,8
964,2024,Male,BSc IT: Data Science,1st year,11,136,62.0,10,90.9,no,1,1
965,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
966,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,69,9
967,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,8,88.9,no,55,8
968,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,66,9
969,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,55,8
970,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,8,88.9,no,46,7
971,2024,Female,BSc IT: Data Science,1st year,11,136,61.0,8,72.7,no,18,6
972,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,20,5
973,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,10,100.0,yes,0,0
974,2024,Female,BSc in CompUter Science,1st year,12,144,61.0,12,100.0,yes,40,6
975,2024,Female,BSc IT: Security and Network Engineering,1st year,11,136,54.0,5,45.5,no,13,4
976,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,51.0,7,58.3,no,26,7
977,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,8,88.9,no,79,9
978,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
979,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,72,9
980,2024,Female,BSc IT: Data Science,1st year,11,136,54.0,5,45.5,no,11,4
981,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
982,2024,Female,BSc in CompUter Science,1st year,12,144,51.0,7,58.3,no,30,6
983,2024,Male,BSc IT: Data Science,1st year,11,136,74.0,11,100.0,yes,31,5
984,2024,Male,BSc in CompUter Science,1st year,12,144,62.0,9,75.0,no,15,5
985,2024,Female,BSc in CompUter Science,1st year,12,144,53.0,8,66.7,no,26,6
986,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
987,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,44,9
988,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,76,9
989,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,55,8
990,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,40,8
991,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,68,8
992,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,50,9
993,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
994,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,40,7
995,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,68.0,10,83.3,no,24,5
996,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,47.0,5,41.7,no,23,6
997,2024,Male,BSc IT: Data Science,1st year,11,136,78.0,11,100.0,yes,12,4
998,2024,Female,BSc in CompUter Science,1st year,12,144,56.0,7,58.3,no,33,6
999,2024,Female,BSc IT: Data Science,1st year,11,136,72.0,11,100.0,yes,48,8
1000,2024,Male,BSc IT: Data Science,1st year,11,136,63.0,9,81.8,no,16,5
1001,2024,Male,BSc IT: Data Science,1st year,11,136,47.0,2,18.2,no,5,2
1002,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,74.0,9,100.0,yes,77,9
1003,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,45,8
1004,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,61.0,9,75.0,no,24,5
1005,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,55.0,5,55.6,no,54,8
1006,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,60.0,10,83.3,no,43,7
1007,2024,Female,BSc IT: Data Science,1st year,11,136,63.0,11,100.0,yes,26,6
1008,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,8,88.9,no,50,7
1009,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,68,9
1010,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,67,9
1011,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,8,88.9,no,64,8
1012,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,54.0,6,66.7,no,34,5
1013,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,61.0,9,75.0,no,44,7
1014,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,67,9
1015,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,9,90.0,no,0,0
1016,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,9,100.0,yes,63,9
1017,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,52,7
1018,2024,Male,BSc in CompUter Science,1st year,12,144,68.0,11,91.7,no,20,6
1019,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,75.0,9,100.0,yes,79,9
1020,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,53.0,7,58.3,no,40,7
1021,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,10,100.0,yes,0,0
1022,2024,Female,BSc in CompUter Science,1st year,12,144,57.0,9,75.0,no,36,6
1023,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
1024,2024,Female,BSC IT: ROBOTICS,1st year,14,144,61.0,12,85.7,no,28,7
1025,2024,Female,BSc IT: Data Science,1st year,11,136,61.0,10,90.9,no,34,5
1026,2024,Male,BSc in CompUter Science,1st year,12,144,70.0,12,100.0,yes,25,6
1027,2024,Female,BSc in CompUter Science,1st year,12,144,59.0,9,75.0,no,9,4
1028,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,67,9
1029,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,58.0,9,90.0,no,0,0
1030,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
1031,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,8,88.9,no,50,8
1032,2024,Male,BSc in CompUter Science,1st year,12,144,59.0,11,91.7,no,13,5
1033,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,8,88.9,no,65,8
1034,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,8,88.9,no,63,8
1035,2024,Male,BSc IT: Data Science,1st year,11,136,60.0,9,81.8,no,2,1
1036,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,8,88.9,no,38,8
1037,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,58,8
1038,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,75.0,10,100.0,yes,0,0
1039,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,77,8
1040,2024,Male,BSc in CompUter Science,1st year,12,144,51.0,5,41.7,no,13,5
1041,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,8,116,56.0,8,100.0,yes,33,6
1042,2024,Male,BSc in CompUter Science,1st year,12,144,64.0,12,100.0,yes,27,6
1043,2024,Male,BSc in CompUter Science,1st year,12,144,63.0,12,100.0,yes,17,6
1044,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,69,9
1045,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,61.0,8,80.0,no,0,0
1046,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,71,9
1047,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,61.0,8,66.7,no,33,6
1048,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,48.0,4,33.3,no,3,2
1049,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,55,7
1050,2024,Male,BSc in CompUter Science,1st year,12,144,60.0,10,83.3,no,24,5
1051,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,75,9
1052,2024,Male,BSc IT: Data Science,1st year,11,136,65.0,11,100.0,yes,32,7
1053,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,61,6
1054,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,53,8
1055,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,54.0,5,55.6,no,46,8
1056,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,59.0,9,75.0,no,23,7
1057,2024,Male,BSc in CompUter Science,1st year,12,144,61.0,12,100.0,yes,10,4
1058,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,62,8
1059,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,33,8
1060,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
1061,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
1062,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,28,6
1063,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,54.0,8,66.7,no,8,3
1064,2024,Male,BSc IT: Data Science,1st year,11,136,36.0,1,9.1,no,4,3
1065,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,0.0,0,0.0,no,8,2
1066,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,9,106,0.0,0,0.0,no,0,0
1067,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,81,9
1068,2024,Male,BSc IT: Data Science,1st year,11,136,38.0,2,18.2,no,3,1
1069,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,58.0,10,100.0,yes,0,0
1070,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,46,8
1071,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,62.0,9,90.0,no,0,0
1072,2024,Male,BSc IT: Data Science,1st year,11,136,63.0,10,90.9,no,18,4
1073,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,59.0,8,66.7,no,40,8
1074,2024,Male,BSc in CompUter Science,1st year,12,144,0.0,0,0.0,no,0,0
1075,2024,Female,BSc in CompUter Science,1st year,12,144,51.0,4,33.3,no,25,4
1076,2024,Male,BSc IT: Software Engineering,1st year,14,144,51.0,9,64.3,no,14,4
1077,2024,Male,BSc IT: Data Science,1st year,11,136,75.0,11,100.0,yes,16,5
1078,2024,Female,BSc in CompUter Science,1st year,12,144,74.0,12,100.0,yes,28,6
1079,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,76,9
1080,2024,Male,BSc IT: Software Engineering,1st year,16,144,61.0,14,87.5,no,34,7
1081,2024,Male,BSc IT: Data Science,1st year,11,136,54.0,8,72.7,no,16,3
1082,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,59.0,9,75.0,no,50,7
1083,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,61.0,10,83.3,no,31,8
1084,2024,Female,BSc IT: Data Science,1st year,11,136,69.0,11,100.0,yes,30,7
1085,2024,Male,BSc IT: Data Science,1st year,11,136,55.0,8,72.7,no,13,4
1086,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,73.0,9,90.0,no,0,0
1087,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,4.0,0,0.0,no,12,3
1088,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,35,9
1089,2024,Female,BSc in CompUter Science,1st year,7,80,8.0,0,0.0,no,1,1
1090,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
1091,2024,Female,BSc IT: Data Science,1st year,11,136,50.0,3,27.3,no,24,5
1092,2024,Male,BSc in CompUter Science,1st year,12,144,62.0,9,75.0,no,14,6
1093,2024,Male,BSc IT: Data Science,1st year,11,136,67.0,11,100.0,yes,7,2
1094,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,73.0,10,100.0,yes,0,0
1095,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,74.0,9,100.0,yes,79,8
1096,2024,Female,BSc IT: Data Science,1st year,11,136,55.0,7,63.6,no,12,4
1097,2024,Female,BSc in CompUter Science,1st year,12,144,50.0,4,33.3,no,38,6
1098,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,41,8
1099,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,9,100.0,yes,37,9
1100,2024,Male,BSc IT: Data Science,1st year,11,136,76.0,11,100.0,yes,31,7
1101,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,65.0,9,75.0,no,23,7
1102,2024,Male,BSc IT: Data Science,1st year,11,136,53.0,8,72.7,no,7,4
1103,2024,Female,BSc in CompUter Science,1st year,12,144,67.0,12,100.0,yes,27,6
1104,2024,Female,BSc in CompUter Science,1st year,12,144,60.0,11,91.7,no,21,5
1105,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,5,90,0.0,0,0.0,no,2,1
